#timestamp x y z qx qy qz qw
1687847845.132200 -22.001530 4.039202 0.491188 -0.498577 0.491673 -0.500454 0.509141
1687847846.164937 -21.345165 4.059767 0.474518 -0.497291 0.497495 -0.493696 0.511336
1687847847.197686 -20.770466 4.123036 0.470706 -0.500303 0.491181 -0.498035 0.510293
1687847848.230463 -20.198603 4.165388 0.435628 -0.500014 0.493974 -0.501623 0.504331
1687847849.263236 -19.630140 4.181189 0.437881 -0.493587 0.492533 -0.501220 0.512408
1687847850.295982 -19.002098 4.193819 0.442794 -0.490906 0.486972 -0.505173 0.516401
1687847851.328728 -18.452929 4.210556 0.468649 -0.483935 0.483247 -0.514073 0.517695
1687847852.361510 -17.898260 4.212524 0.474538 -0.482598 0.492462 -0.508897 0.515368
1687847853.427603 -17.337965 4.217616 0.467030 -0.485630 0.498492 -0.496481 0.518822
1687847854.460341 -16.886822 4.257346 0.454670 -0.475389 0.488080 -0.511589 0.523508
1687847855.493074 -16.375284 4.290571 0.404204 -0.486667 0.505418 -0.501785 0.505885
1687847856.564757 -15.850509 4.294727 0.447448 -0.477924 0.494715 -0.507658 0.518776
1687847857.667129 -15.289563 4.286960 0.451455 -0.479535 0.489831 -0.510448 0.519187
1687847858.767932 -14.721300 4.278070 0.475625 -0.479810 0.493993 -0.510234 0.515184
1687847859.801980 -14.300592 4.319707 0.444454 -0.476080 0.494916 -0.510490 0.517499
1687847860.836038 -13.875306 4.348769 0.425126 -0.478485 0.496746 -0.501216 0.522568
1687847861.903452 -13.396881 4.364781 0.457011 -0.472175 0.479470 -0.515289 0.530694
1687847862.970846 -12.840241 4.341790 0.472947 -0.481880 0.498853 -0.499793 0.518791
1687847864.038265 -12.323862 4.344586 0.465321 -0.487570 0.503213 -0.497163 0.511743
1687847865.172406 -11.784874 4.398004 0.474651 -0.486123 0.486997 -0.506740 0.519358
1687847866.206458 -11.317942 4.504922 0.433453 -0.482654 0.495532 -0.511683 0.509582
1687847867.273861 -10.711489 4.454266 0.487166 -0.458650 0.493400 -0.520891 0.524279
1687847868.408002 -10.126584 4.460243 0.448452 -0.447356 0.508275 -0.524687 0.515977
1687847869.475429 -9.519740 4.436040 0.418998 -0.447681 0.517369 -0.521601 0.509749
1687847870.542835 -8.946891 4.396417 0.439683 -0.440308 0.519040 -0.532124 0.503557
1687847871.576889 -8.379957 4.338496 0.465167 -0.450098 0.509218 -0.527942 0.509300
1687847872.611057 -7.828809 4.334446 0.444217 0.468874 -0.511318 0.521544 -0.496692
1687847873.645134 -7.286822 4.294336 0.436316 -0.475015 0.521421 -0.513894 0.488255
1687847874.712530 -6.717299 4.235908 0.441632 -0.466055 0.521736 -0.517784 0.492427
1687847875.746583 -6.173069 4.204267 0.431167 -0.476278 0.516733 -0.513359 0.492552
1687847876.813989 -5.574213 4.132106 0.410478 -0.482598 0.522022 -0.510105 0.484134
1687847877.881419 -5.016511 4.115829 0.389890 -0.492389 0.521150 -0.512546 0.472496
1687847878.948813 -4.453737 4.079054 0.344797 0.498500 -0.503249 0.521050 -0.476177
1687847879.982869 -3.927903 4.072917 0.349285 0.505813 -0.487281 0.517978 -0.488272
1687847881.050278 -3.453074 4.208896 0.367123 -0.569247 0.399535 -0.446753 0.562798
1687847882.050978 -3.244610 4.499166 0.387274 -0.614320 0.269855 -0.362196 0.646995
1687847883.051674 -2.955985 4.922938 0.390778 -0.692957 0.174604 -0.190465 0.673088
1687847884.052355 -2.843848 5.414817 0.423609 -0.686102 0.072372 -0.125351 0.712961
1687847885.119748 -2.804471 6.054637 0.420040 -0.714355 -0.003265 -0.050496 0.697951
1687847886.153786 -2.855685 6.635767 0.419654 -0.711074 -0.056839 -0.000428 0.700816
1687847887.154477 -3.033997 7.174332 0.391011 -0.709533 -0.140696 0.082671 0.685517
1687847888.155185 -3.370301 7.584570 0.373700 -0.670366 -0.253098 0.198956 0.668557
1687847889.222649 -3.747407 7.821207 0.339993 -0.641133 -0.355966 0.306935 0.606653
1687847890.256697 -4.008715 7.898717 0.363106 -0.549917 -0.416298 0.469232 0.551461
1687847891.290743 -4.490243 7.866384 0.363791 -0.490453 -0.486898 0.542236 0.477877
1687847892.391500 -5.080538 7.814033 0.335574 -0.500195 -0.507751 0.519127 0.471701
1687847893.425556 -5.590637 7.833788 0.350912 -0.506942 -0.478507 0.520896 0.492653
1687847894.492968 -6.185109 7.842812 0.400618 -0.500895 -0.461430 0.517700 0.517856
1687847895.493686 -6.751153 7.878905 0.400070 -0.517041 -0.465359 0.506185 0.509791
1687847896.527758 -7.311584 7.902438 0.396508 -0.521501 -0.476730 0.490112 0.510447
1687847897.528470 -7.752801 7.928873 0.437583 -0.498687 -0.455729 0.505572 0.536674
1687847898.529178 -8.248681 7.933485 0.404147 -0.506210 -0.483284 0.484284 0.525030
1687847899.563232 -8.723852 7.969244 0.408204 -0.513761 -0.488681 0.478836 0.517646
1687847900.630635 -9.200583 8.009272 0.389197 -0.517866 -0.484646 0.484597 0.511956
1687847901.631349 -9.609075 8.027605 0.425778 -0.501349 -0.477425 0.488127 0.531457
1687847902.665416 -10.043241 8.065308 0.436544 -0.494164 -0.466354 0.507942 0.529443
1687847903.666111 -10.633072 8.095991 0.417189 -0.505756 -0.481790 0.498038 0.513855
1687847904.666816 -11.188881 8.148369 0.416065 -0.511374 -0.467389 0.508764 0.511081
1687847905.734220 -11.828699 8.184412 0.398690 0.532286 0.483644 -0.490527 -0.492080
1687847906.834989 -12.509176 8.212347 0.380973 0.521299 0.478033 -0.506196 -0.493454
1687847907.835693 -13.175023 8.239129 0.340772 0.535554 0.489658 -0.495440 -0.477449
1687847908.836373 -13.783858 8.272168 0.326766 0.533496 0.476681 -0.504824 -0.483022
1687847909.870423 -14.372998 8.282258 0.293859 0.529591 0.480794 -0.502473 -0.485686
1687847910.937824 -14.974435 8.288528 0.281163 0.512816 0.479758 -0.511442 -0.495257
1687847911.938528 -15.646302 8.325201 0.246449 0.537704 0.489896 -0.496272 -0.473910
1687847912.939229 -16.263472 8.363107 0.225494 0.537290 0.476732 -0.502531 -0.481154
1687847913.939947 -16.861429 8.394250 0.221111 0.526924 0.467652 -0.516643 -0.486551
1687847914.973998 -17.458372 8.429025 0.195999 0.531388 0.458092 -0.526033 -0.480695
1687847916.008049 -18.038397 8.453213 0.201997 -0.522355 -0.450375 0.528016 0.495486
1687847917.075477 -18.652330 8.488202 0.184451 0.537820 0.462132 -0.516719 -0.479776
1687847918.109552 -19.258593 8.490479 0.162951 0.524907 0.469741 -0.519227 -0.483963
1687847919.210319 -19.903599 8.524558 0.140617 0.529918 0.466279 -0.518906 -0.482189
1687847920.244376 -20.531315 8.543559 0.114315 0.531387 0.473477 -0.513501 -0.479337
1687847921.278444 -21.170876 8.541981 0.150374 -0.509805 -0.470326 0.519619 0.498887
1687847922.279152 -21.849794 8.571217 0.099334 0.532439 0.483556 -0.503545 -0.478670
1687847923.280321 -22.478786 8.603042 0.060096 0.537045 0.476758 -0.514970 -0.468070
1687847924.387829 -23.097118 8.622081 0.057243 -0.523251 -0.468005 0.525584 0.480563
1687847925.427615 -23.678267 8.619602 -0.027190 -0.520018 -0.468100 0.520327 0.489615
1687847926.593458 -24.399410 8.627204 -0.037609 0.522927 0.478634 -0.509811 -0.487391
1687847927.626075 -24.993561 8.631380 -0.051542 0.516404 0.479256 -0.513907 -0.489429
1687847928.667736 -25.570978 8.628142 -0.038694 -0.508824 -0.485409 0.526810 0.477438
1687847929.736325 -26.232523 8.642662 -0.008085 -0.513609 -0.483081 0.529610 0.471543
1687847930.777432 -26.842922 8.636247 -0.016775 -0.508671 -0.487186 0.526987 0.475593
1687847931.810668 -27.445927 8.585492 -0.034958 -0.498872 -0.499199 0.519823 0.481364
1687847932.817106 -28.065548 8.565001 -0.060620 -0.508358 -0.506013 0.516964 0.467195
1687847933.882428 -28.700800 8.541102 -0.070879 -0.501456 -0.499072 0.521694 0.476764
1687847934.955104 -29.313339 8.600760 -0.078185 -0.520070 -0.464707 0.492593 0.520506
1687847936.017853 -29.871164 8.929816 -0.095715 -0.625609 -0.343203 0.354074 0.604530
1687847937.111608 -30.289963 9.457087 -0.134221 -0.687127 -0.217009 0.195387 0.665272
1687847938.151828 -30.385206 10.068831 -0.152261 -0.712520 -0.061268 0.042562 0.697674
1687847939.245180 -30.245844 10.674664 -0.135362 -0.692700 0.070889 -0.093270 0.711648
1687847940.317754 -30.023617 11.303037 -0.127604 -0.690093 0.109573 -0.140922 0.701361
1687847941.384164 -29.624090 11.833430 -0.119529 -0.663784 0.210867 -0.244092 0.674793
1687847942.416890 -29.092264 12.089101 -0.070667 -0.569049 0.353061 -0.397907 0.627057
1687847943.508670 -28.597473 12.015778 -0.096727 -0.497591 0.467813 -0.496174 0.536065
1687847944.636232 -27.946810 12.095443 -0.106236 -0.512729 0.473408 -0.490995 0.521457
1687847945.705451 -27.352959 12.143143 -0.111259 -0.510655 0.479634 -0.486850 0.521689
1687847946.775755 -26.786062 12.107547 -0.113241 0.497659 -0.497966 0.505168 -0.499171
1687847947.839244 -26.201664 12.106304 -0.084458 -0.493363 0.480422 -0.510272 0.515179
1687847948.870159 -25.624739 12.131420 -0.078119 -0.500291 0.477307 -0.497446 0.523865
1687847949.934335 -25.072617 12.144152 -0.045268 -0.485827 0.465915 -0.510002 0.535531
1687847950.967303 -24.447153 12.179095 -0.047719 -0.505235 0.480329 -0.490521 0.522887
1687847951.998917 -23.852619 12.175716 -0.031762 -0.489214 0.487970 -0.493144 0.528549
1687847953.127913 -23.253754 12.151329 0.043438 -0.451135 0.478407 -0.516627 0.548362
1687847954.163795 -22.604603 12.096677 0.018602 -0.459137 0.516920 -0.521517 0.500006
1687847955.228508 -21.983734 12.110357 0.025896 -0.480507 0.498479 -0.497841 0.522289
1687847956.266695 -21.434624 12.124374 0.061058 -0.470614 0.495270 -0.500577 0.531651
1687847957.332182 -20.806252 12.143746 0.075585 -0.465949 0.484606 -0.510684 0.535957
1687847958.401808 -20.195274 12.234468 0.035263 -0.503671 0.496544 -0.478484 0.520397
1687847959.501216 -19.620035 12.308496 0.080153 -0.479029 0.463591 -0.504063 0.549123
1687847960.533989 -19.006514 12.382161 0.035038 -0.499393 0.485763 -0.489965 0.523999
1687847961.635777 -18.497490 12.439811 0.071543 -0.467649 0.483882 -0.491935 0.552416
1687847962.774233 -17.871582 12.514607 0.069203 -0.471375 0.483864 -0.495295 0.546227
1687847963.875009 -17.260302 12.577582 0.111956 -0.476497 0.499683 -0.499104 0.523606
1687847964.875709 -16.817778 12.644030 0.119281 -0.463543 0.488187 -0.502079 0.542879
1687847965.876412 -16.247732 12.685165 0.104498 -0.487004 0.498539 -0.485027 0.528238
1687847966.877109 -15.877134 12.840933 0.274026 -0.467086 0.480576 -0.516240 0.533267
1687847967.977877 -15.273418 12.822584 0.601822 -0.477928 0.499072 -0.509060 0.513196
1687847968.978579 -14.517406 12.758242 -0.620114 -0.453325 0.494061 -0.501266 0.546929
1687847970.045990 -14.016259 12.801088 -0.420663 -0.450253 0.488835 -0.514115 0.542216
1687847971.113395 -13.513967 12.797859 -0.350429 -0.443551 0.489998 -0.512486 0.548200
1687847972.214164 -12.999815 12.966302 -0.029452 -0.461134 0.515333 -0.499303 0.521999
1687847973.281573 -12.493099 12.964337 0.027159 -0.444931 0.502271 -0.520175 0.528373
1687847974.315636 -11.944315 12.939337 0.068985 -0.450016 0.514737 -0.511047 0.520925
1687847975.349702 -11.373182 12.857564 0.080946 -0.464533 0.514796 -0.511597 0.507407
1687847976.417139 -10.792202 12.813373 0.091369 -0.465962 0.517055 -0.509632 0.505775
1687847977.417836 -10.275546 12.756923 0.076442 -0.483017 0.535263 -0.494243 0.485707
1687847978.485252 -9.750971 12.723311 0.093738 -0.473732 0.513286 -0.512343 0.499621
1687847979.552686 -9.223513 12.670081 0.088744 -0.474971 0.520837 -0.497409 0.505683
1687847980.589609 -8.728456 12.627355 0.079617 -0.472904 0.525887 -0.496186 0.503591
1687847981.666387 -8.234263 12.638716 0.056193 -0.473162 0.505307 -0.515297 0.505225
1687847982.732439 -7.678901 12.666292 0.020525 -0.515966 0.489111 -0.485031 0.509210
1687847983.735896 -7.313563 12.672251 0.165786 -0.460970 0.419061 -0.533455 0.572118
1687847984.778263 -6.737044 12.546617 0.467649 -0.513576 0.464567 -0.484606 0.534392
1687847985.779178 -6.415873 12.661276 0.453797 -0.561227 0.411893 -0.433661 0.572107
1687847986.909893 -6.336598 13.007809 0.459904 -0.673982 0.196722 -0.210579 0.680224
1687847987.940886 -6.488053 13.349120 0.446753 -0.708942 -0.064393 0.075723 0.698227
1687847989.005163 -6.873997 13.487712 0.435272 -0.647925 -0.317971 0.304238 0.621713
1687847990.110081 -7.275251 13.503445 0.423882 -0.557144 -0.458047 0.438065 0.536546
1687847991.112482 -7.423008 13.474362 0.417958 0.523172 0.501635 -0.477722 -0.496423
